Data Type,HTS Number,Description,2024,
FAS Value,7418,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF COPPER; POT SCOURERS ETC. OF COPPER; SANITARY WARE AND PARTS THEREOF, OF COPPER",16160163.00,
FAS Value,7419,"ARTICLES OF COPPER, NESOI",303787661.00,
FAS Value,7501,"NICKLE MATTES, NICKLE OXIDE SINTERS AND OTHER INTERMEDIATE PRODUCTS OF NICKLE METALLURGY",26388495.00,
FAS Value,7502,"NICKLE, UNWROUGHT",339432086.00,
FAS Value,7503,NICKEL WASTE AND SCRAP,154476679.00,
FAS Value,7504,NICKLE POWDERS AND FLAKES,123459027.00,
FAS Value,7505,"NICKLE BARS, RODS, PROFILES AND WIRE",1400492874.00,
FAS Value,7506,"NICKLE PLATES, SHEETS, STRIP AND FOIL",482437739.00,
FAS Value,7507,"NICKLE TUBES, PIPES AND TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)",324433379.00,
FAS Value,7508,"ARTICLES OF NICKEL, NESOI",1510823152.00,
FAS Value,7601,"ALUMINUM, UNWROUGHT",1709784804.00,
FAS Value,7602,ALUMINUM WASTE AND SCRAP,3982005145.00,
FAS Value,7603,ALUMINUM POWDERS AND FLAKES,196591547.00,
FAS Value,7604,"ALUMINUM BARS, RODS AND PROFILES",1008264023.00,
FAS Value,7605,ALUMINUM WIRE,85886230.00,
FAS Value,7606,"ALUMINUM PLATES, SHEETS AND STRIP, OVER 0.2 MM (0.0079 IN.) THICK",3023320324.00,
FAS Value,7607,"ALUMINUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER OR OTHER BACKING MATERIALS), NOT OVER 0.2 MM (0.0079 IN.) THICK (EXCLUDING ANY BACKING)",651623644.00,
FAS Value,7608,ALUMINUM TUBES AND PIPES,314285583.00,
FAS Value,7609,"ALUMINUM TUBE OR PIPE FITTINGS (INCLUDING COUPLINGS, ELBOWS, AND SLEEVES)",187995755.00,
FAS Value,7610,"ALUMINUM STRUCTURES (EXCLUDING PREFAB BUILDINGS OF HEADING 9406) AND PARTS THEREOF (BRIDGES, TOWERS ETC.), INCLUDING SHAPES PREPARED FOR STRUCTURE USE",505861462.00,
FAS Value,7611,"ALUMINUM TANKS, VATS AND SIMILAR PLAIN, UNFITTED CONTAINERS, OF A CAPACITY OVER 300 LITERS (79.30 GAL.)",62065863.00,
FAS Value,7612,"ALUMINUM CASKS, DRUMS, CANS AND SIMILAR CONTAINERS NESOI, OF A CAPACITY OF NOT OVER 300 LITERS (79.3 GAL.)",792940551.00,
FAS Value,7613,ALUMINUM CONTAINERS FOR COMPRESSED OR LIQUEFID GAS,140496597.00,
FAS Value,7614,"STRANDED WIRE, CABLES, PLAITED BANDS AND THE LIKE, INCLUDING SLINGS AND SIMILAR ARTICLES OF ALUMINUM, NOT ELECTRICALLY INSULATED",20855820.00,
FAS Value,7615,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF ALUMINUM; POT SCOURERS ETC. OF ALUMINUM; SANITARY WARE AND PARTS THEREOF, OF ALUMINUM",107889996.00,
FAS Value,7616,"ARTICLES OF ALUMINUM, NESOI",1621703478.00,
FAS Value,7801,"LEAD, UNWROUGHT",108992942.00,
FAS Value,7802,LEAD WASTE AND SCRAP,123115058.00,
FAS Value,7804,"LEAD PLATES, SHEETS, STRIP AND FOIL; LEAD POWDERS AND FLAKES",31385793.00,
FAS Value,7806,"ARTICLES OF LEAD, NESOI",18407988.00,
FAS Value,7901,"ZINC, UNWROUGHT",135533945.00,
FAS Value,7902,ZINC WASTE AND SCRAP,48911758.00,
FAS Value,7903,"ZINC DUST, POWDERS AND FLAKES",30623050.00,
FAS Value,7904,"ZINC BARS, RODS, PROFILES AND WIRE",13460151.00,
FAS Value,7905,"ZINC PLATES, SHEETS, STRIP AND FOIL",28074946.00,
FAS Value,7907,"ARTICLES OF ZINC, NESOI",74932337.00,
FAS Value,8001,"TIN, UNWROUGHT",122785817.00,
FAS Value,8002,TIN WASTE AND SCRAP,11980841.00,
FAS Value,8003,"TIN BARS, RODS, PROFILES AND WIRE",56212443.00,
FAS Value,8007,"ARTICLES OF TIN, NESOI",44156124.00,
FAS Value,8101,"TUNGSTEN (WOLFRAM) AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",152093113.00,
FAS Value,8102,"MOLYBDENUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",70547765.00,
FAS Value,8103,"TANTALUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",212889987.00,
FAS Value,8104,"MAGNESIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",45163498.00,
FAS Value,8105,"COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; COBALT AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",417703090.00,
FAS Value,8106,"BISMUTH AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",16564304.00,
FAS Value,8108,"TITANIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",2303801056.00,
FAS Value,8109,"ZIRCONIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",197586554.00,
FAS Value,8110,"ANTIMONY AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",18033669.00,
FAS Value,8111,"MANGANESE AND ARTCLES THEREOF, INCLUDING WASTE AND SCRAP",11726313.00,
FAS Value,8112,"BERYLLIUM, CHROMIUM, GERMANIUM, VANADIUM, GALLIUM, HAFNIUM, INDIUM, NIOBIUM (COLUMBIUM), RHENIUM AND THALLIUM, ARTICLES THEREOF, AND WASTE OR SCRAP",281066236.00,
FAS Value,8113,"CERMETS AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",65832418.00,
FAS Value,8201,"HANDTOOLS, MAINLY USED IN AGRICULTURE, HORTICULTURE OR FORESTRY, INCLUDING SPADES, SHOVELS, HOES, FORKS, RAKES, TROWELS, AND BASE METAL PARTS THEREOF",29152918.00,
FAS Value,8202,"HANDSAWS AND BASE METAL PARTS THEREOF; BLADES FOR SAWS OF ALL KINDS; BASE METAL PARTS OF SAWS, NESOI",299352106.00,
FAS Value,8203,"FILES, RASPS, PLIERS, PINCERS, METALCUTTING SHEARS, PIPE CUTTERS, BOLT CUTTERS AND SIMILAR HAND TOOLS, AND BASE METAL PARTS THEREOF",196708685.00,
FAS Value,8204,"HAND-OPERATED SPANNERS AND WRENCHES, INCLUDING TORQUE METER WRENCHES (NOT TAP WRENCHES); SOCKET WRENCHES, WITH HANDLES ETC. OR NOT; BASE METAL PARTS",300251519.00,
FAS Value,8205,"HANDTOOLS NESOI; BLOW TORCHES ETC.; VISES, CLAMPS AND THE LIKE NESOI; ANVILS; PORTABLE FORGES; GRINDING WHEELS WITH FRAMEWORKS; BASE METAL PARTS",658555342.00,
FAS Value,8206,"TOOLS OF TWO OR MORE OF THE HEADINGS 8202 TO 8205 (SAWS, FILES, PLIERS, WRENCHES ETC. AND HANDTOOLS ETC. NESOI) PUT UP IN SETS FOR RETAIL SALE",50225793.00,
FAS Value,8207,"INTERCHANGEABLE TOOLS FOR HANDTOOLS (POWER-OPERATED OR NOT) OR FOR MACHINE-TOOLS, INCLUDING DIES FOR EXTRUDING METAL, AND BASE METAL PARTS THEREOF",1920936636.00,
FAS Value,8208,"KNIVES AND CUTTING BLADES, FOR MACHINES OR MECHANICAL APPLIANCES, AND BASE METAL PARTS THEREOF",300602954.00,
FAS Value,8209,"PLATES, STICKS, TIPS AND THE LIKE FOR TOOLS, UNMOUNTED, OF CERMETS",478494883.00,
FAS Value,8210,"HAND-OPERATED MECHANICAL APPLIANCES, WEIGHING NOT OVER 10 KG, FOR PREPARING, CONDITIONING OR SERVING FOOD OR DRINK, AND BASE METAL PARTS THEREOF",19238040.00,
FAS Value,8211,"KNIVES WITH CUTTING BLADES (INCLUDING PRUNING KNIVES), OTHER THAN KNIVES AND CUTTING BLADES FOR MACHINES OR MECHANICAL APPLIANCES OF HEADING 8208",157905485.00,
FAS Value,8212,"RAZORS AND RAZOR BLADES (INCLUDING RAZOR BLADE BLANKS IN STRIPS), AND BASE METAL PARTS THEREOF",302461028.00,
FAS Value,8213,"SCISSORS, TAILORS' SHEARS AND SIMILAR SHEARS, AND BLADES AND OTHER BASE METAL PARTS THEREOF",18603277.00,
FAS Value,8214,"ARTICLES OF CUTLERY NESOI (INCLUDING HAIR CLIPPERS, BUTCHERS' CLEAVERS ETC.); MANICURE OR PEDICURE SETS AND INSTRUMENTS; BASE METAL PARTS THEREOF",28740590.00,
FAS Value,8215,"SPOONS, FORKS, LADLES, CAKE-SERVERS, BUTTER-KNIVES, ETC. AND SIMILAR KITCHEN OR TABLEWARE OF BASE METAL, AND BASE METAL PARTS THEREOF",25998669.00,
FAS Value,8301,"PADLOCKS AND LOCKS, INCLUDING CLASPS AND FRAMES WITH CLASPS, INCORPORATING LOCKS, OF BASE METAL; KEYS AND PARTS OF THE FOREGOING, OF BASE METAL",823769588.00,
FAS Value,8302,"MOUNTINGS AND OTHER HARDWARE FOR FURNITURE, DOORS, WINDOWS ETC.; HATRACKS, CASTORS ETC.; DOOR CLOSURES; THE FOREGOING AND PARTS THEREOF, OF BASE METAL",3548961291.00,
FAS Value,8303,"ARMORED OR REINFORCED SAFES, STRONG-BOXES, DOORS AND SAFE DEPOSIT LOCKERS FOR STRONG-ROOMS, CASH OR DEED BOXES ETC., AND PARTS THEREOF, OF BASE METAL",34626452.00,
FAS Value,8304,"DESK-TOP FILING OR CARD-INDEX CABINETS, PAPER TRAYS, PAPER RESTS, PEN TRAYS AND SIMILAR DESK ETC. ITEMS (NO FURNITURE) AND THEIR PARTS, OF BASE METAL",6354617.00,
FAS Value,8305,"FITTINGS FOR LOOSE LEAF BINDERS OR FILES, PAPER CLIPS ETC. AND PARTS THEREOF, OF BASE METAL; STAPLES IN STRIPS (OFFICE, UPHOLSTERY ETC.) OF BASE METAL",26061966.00,
FAS Value,8306,"BELLS, GONGS AND THE LIKE, NONELECTRIC; ORNAMENTS; PHOTOGRAPH OR SIMILAR FRAMES; MIRRORS; THE FOREGOING AND PARTS THEREOF, OF BASE METAL",49102851.00,
FAS Value,8307,"FLEXIBLE TUBING OF BASE METAL, WITH OR WITHOUT FITTINGS",263748068.00,
FAS Value,8308,"CLASPS, BUCKLES, HOOKS, EYES, EYELETS ETC. USED FOR CLOTHING ETC.; SPECIFIED RIVETS; BEADS OR SPANGLES; THE FOREGOING AND PARTS THEREOF, OF BASE METAL",186733248.00,
FAS Value,8309,"STOPPERS, CAPS AND LIDS, CAPSULES FOR BOTTLES, THREADED BUNGS, SEALS AND OTHER PACKING ACCESSORIES, AND PARTS THEREOF, OF BASE METAL",520819706.00,
FAS Value,8310,"SIGN PLATES, NAME PLATES, ADDRESS PLATES AND SIMILAR PLATES, NUMBERS, LETTERS AND OTHER SYMBOLS (NOT ILLUMINATED), AND PARTS THEREOF, OF BASE METAL",94994939.00,
FAS Value,8311,"WIRE, RODS ETC. OF BASE METAL OR METAL CARBIDES WITH FLUX FOR SOLDERING ETC.; WIRE AND RODS OF BASE METAL POWDER FOR METAL SPRAYING; BASE METAL PARTS",380411851.00,
FAS Value,8401,"NUCLEAR REACTORS; FUEL ELEMENTS, NON-IRRADIATED, FOR NUCLEAR REACTORS; MACHINERY AND APPARATUS FOR ISOTOPIC SEPARATION; PARTS OF THE FOREGOING",269140403.00,
FAS Value,8402,STEAM OR OTHER VAPOR GENERATING BOILERS NESOI; SUPER-HEATED WATER BOILERS; PARTS THEREOF,213902067.00,
FAS Value,8403,"CENTRAL HEATING BOILERS NESOI, INCLUDING CENTRAL HEATING HOT WATER BOILERS, AND PARTS THEREOF",114549539.00,
FAS Value,8404,"AUXILIARY PLANT FOR USE WITH BOILERS (STEAM OR OTHER VAPOR GENERATING, SUPER-HEATED AND CENTRAL HEATING); VAPOR POWER UNIT CONDENSERS; PARTS THEREOF",73814336.00,
FAS Value,8405,PRODUCER GAS OR WATER GAS GENERATORS; ACETYLENE GAS GENERATORS AND SIMILAR WATER PROCESS GAS GENERATORS; PARTS THEREOF,100044751.00,
FAS Value,8406,"STEAM TURBINES AND OTHER VAPOR TURBINES, AND PARTS THEREOF",353405816.00,
FAS Value,8407,SPARK-IGNITION RECIPROCATING OR ROTARY INTERNAL COMBUSTION PISTON ENGINES,7918576485.00,
FAS Value,8408,COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES (DIESEL OR SEMI-DIESEL ENGINES),7963754044.00,
FAS Value,8409,PARTS FOR SPARK-IGNITION RECIPROCATING OR ROTARY INTERNAL COMBUSTION PISTON ENGINES AND COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES,5770517197.00,
FAS Value,8410,"HYDRAULIC TURBINES, WATER WHEELS AND REGULATORS THEREOF; PARTS THEREOF",48012169.00,
FAS Value,8411,"TURBOJETS, TURBOPROPELLERS AND OTHER GAS TURBINES, AND PARTS THEREOF",14080237944.00,
FAS Value,8412,"ENGINES AND MOTORS NESOI, AND PARTS THEREOF",4371169248.00,
FAS Value,8413,"PUMPS FOR LIQUIDS, WITH OR WITHOUT A MEASURING DEVICE; LIQUID ELEVATORS; PARTS THEREOF",9517553981.00,
FAS Value,8414,"AIR OR VACUUM PUMPS, AIR OR OTHER GAS COMPRESSORS AND FANS; VENTILATING OR RECYCLING HOODS INCORPORATING A FAN, WITH OR WITHOUT FILTERS; PARTS THEREOF",7688855094.00,
FAS Value,8415,"AIR CONDITIONING MACHINES, COMPRISING A MOTOR-DRIVEN FAN AND ELEMENTS FOR CHANGING THE TEMPERATURE AND HUMIDITY; PARTS THEREOF",3027030358.00,
FAS Value,8416,"FURNACE BURNERS FOR LIQUID FUEL, PULVERIZED SOLID FUEL OR GAS; MECHANICAL STOKERS, GRATES, ASH DISCHARGERS AND SIMILAR APPLIANCES; PARTS THEREOF",203128752.00,
FAS Value,8417,"INDUSTRIAL OR LABORATORY FURNACES AND OVENS, INCLUDING INCINERATORS, NONELECTRIC, AND PARTS THEREOF",375203046.00,
FAS Value,8418,"REFRIGERATORS, FREEZERS AND OTHER REFRIGERATING OR FREEZING EQUIPMENT, ELECTRIC OR OTHER; HEAT PUMPS NESOI, PARTS THEREOF",2803152908.00,
FAS Value,8419,"MACHINERY OR EQUIPMENT FOR THE TREATMENT OF MATERIALS BY A CHANGE OF TEMPERATURE; INSTANTANEOUS OR STORAGE WATER HEATERS, NONELECTRIC; PARTS THEREOF",4888408966.00,
FAS Value,8420,"CALENDERING OR OTHER ROLLING MACHINES, OTHER THAN FOR METALS OR GLASS, AND CYLINDERS THEREFOR; PARTS THEREOF",65866604.00,
FAS Value,8421,"CENTRIFUGES, INCLUDING CENTRIFUGAL DRYERS; FILTERING OR PURIFYING MACHINERY AND APPARATUS, FOR LIQUIDS OR GASES; PARTS THEREOF",12326725465.00,
FAS Value,8422,"MACHINES, FOR DISHWASHING, FOR CLEANING, DRYING, FILLING, CLOSING ETC. CONTAINERS, FOR OTHER PACKING ETC., AND FOR AERATING BEVERAGES; PARTS THEREOF",1336394519.00,
FAS Value,8423,"WEIGHING MACHINERY (EXCLUDING SPECIFIC BALANCES), WEIGHT-OPERATED COUNTING OR CHECKING MACHINES, AND WEIGHING MACHINE WEIGHTS; WEIGHING MACHINE PARTS",448249198.00,
FAS Value,8424,MECHANICAL APPLIANCES FOR DISPERSING LIQUID OR POWDER; FIRE EXTINGUISHERS; SPRAY GUNS ETC.; STEAM OR SAND BLASTING AND SIMILAR MACHINES; PARTS THEREOF,2887275045.00,
FAS Value,8425,PULLEY TACKLE AND HOISTS OTHER THAN SKIP HOISTS; WINCHES AND CAPSTANS; JACKS,652609778.00,
FAS Value,8426,"SHIP'S DERRICKS; CRANES; MOBILE LIFTING FRAMES, STRADDLE CARRIERS AND WORKS TRUCKS FITTED WITH A CRANE",543955932.00,
FAS Value,8427,FORK-LIFT TRUCKS; OTHER WORKS TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT,2786176205.00,
FAS Value,8428,"LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY (INCLUDING ELEVATORS, ESCALATORS AND CONVEYORS)",2251317980.00,
FAS Value,8429,"SELF-PROPELLED BULLDOZERS, ANGLEDOZERS, GRADERS, LEVELERS, SCRAPERS, MECHANICAL SHOVELS, EXCAVATORS, SHOVEL LOADERS, TAMPING MACHINES AND ROAD ROLLERS",4819262383.00,
FAS Value,8430,"MACHINERY NESOI, FOR MOVING, GRADING, EXCAVATING, BORING ETC. EARTH, MINERALS OR ORES; PILE-DRIVERS AND PILE-EXTRACTORS; SNOWPLOWS AND SNOWBLOWERS",1202336204.00,
FAS Value,8431,"PARTS OF MACHINERY OF HEADINGS 8425 TO 8430 COVERING DERRICKS, FORK-LIFT TRUCKS, CONVEYERS, SELF-PROPELLED BULLDOZERS, GRADERS, SNOWPLOWS, ETC.",7324948969.00,
FAS Value,8432,"AGRICULTURAL, HORTICULTURAL OR FORESTRY MACHINERY FOR SOIL PREPARATION OR CULTIVATION; LAWN OR SPORTS GROUND ROLLERS; PARTS THEREOF",694085416.00,
FAS Value,8433,"HARVESTING OR THRESHING MACHINES; GRASS OR HAY MOWERS; MACHINES FOR CLEANING, SORTING OR GRADING EGGS, FRUIT OR OTHER PRODUCE, NESOI; PARTS THEREOF",4201675845.00,
FAS Value,8434,"MILKING MACHINES AND DAIRY MACHINERY, AND PARTS THEREOF",130024712.00,
FAS Value,8435,"PRESSES, CRUSHERS AND SIMILAR MACHINERY USED IN THE MANUFACTURE OF WINE, CIDER, FRUIT JUICES OR SIMILAR BEVERAGES; PARTS THEREOF",27977048.00,
FAS Value,8436,"AGRICULTURAL, HORTICULTURAL, FORESTRY, POULTRY-KEEPING OR BEE-KEEPING MACHINERY, NESOI; POULTRY INCUBATORS AND BROODERS; PARTS THEREOF",683176994.00,
FAS Value,8437,"MACHINES FOR CLEANING, SORTING OR GRADING SEED, GRAIN, ETC.; MILLING MACHINES FOR WORKING CEREALS OR DRIED LEGUMINOUS VEGETABLES, NESOI; PARTS THEREOF",138421411.00,
FAS Value,8438,"MACHINERY, NESOI, FOR THE INDUSTRIAL PREPARATION OF FOOD OR DRINK (EXCLUDING ANIMAL OR FIXED VEGETABLE FATS AND OILS); PARTS THEREOF",1278147848.00,
FAS Value,8439,"MACHINERY FOR MAKING PULP OF FIBROUS CELLULOSIC MATERIAL OR FOR MAKING OR FINISHING PAPER OR PAPERBOARD, NESOI; PARTS THEREOF",258832484.00,
FAS Value,8440,"BOOKBINDING MACHINERY, INCLUDING BOOK-SEWING MACHINES, AND PARTS THEREOF",29970960.00,
FAS Value,8441,"MACHINERY NESOI FOR MAKING UP PAPER PULP, PAPER OR PAPERBOARD, INCLUDING CUTTING MACHINES, AND PARTS THEREOF",482315867.00,
FAS Value,8442,"MACHINERY ETC. NESOI, FOR TYPESETTING ETC., FOR PREPARING OR MAKING PRINTING COMPONENTS; BLOCKS, PLATES ETC. PREPARED FOR PRINTING; PARTS THEREOF",84743223.00,
FAS Value,8443,"PRINTING MACHINERY (INCLUDING INK-JET PRINTING MACHINES, EXCEPT THOSE OF 8471); MACHINES FOR USES ANCILLARY TO PRINTING; PARTS THEREOF",4104840243.00,
FAS Value,8444,"MACHINES FOR EXTRUDING, DRAWING, TEXTURING OR CUTTING MANMADE TEXTILE MATERIALS",31021342.00,
FAS Value,8445,MACHINES FOR PREPARING TEXTILE FIBERS; MACHINERY FOR PRODUCING TEXTILE YARNS AND FOR PREPARING TEXTILE YARNS FOR KNITTING OR WEAVING MACHINES,41242747.00,
FAS Value,8446,WEAVING MACHINES (LOOMS),16048574.00,
FAS Value,8447,"MACHINES, KNITTING, STITCH-BONDING, AND MACHINES FOR MAKING GIMPED YARN, TULLE, LACE, EMBROIDERERY, TRIMMINGS, BRAID OR NET AND MACHINES FOR TUFTING",52683328.00,
FAS Value,8448,"AUXILIARY MACHINERY FOR USE WITH TEXTILE MACHINES (HEADING 8444 TO 8447); PARTS THEREOF AND ACCESSORIES (SPINDLES, CARD CLOTHING, SHUTTLES ETC.)",178447480.00,
FAS Value,8449,"MACHINERY FOR THE MANUFACTURE OR FINISHING OF FELT OR NONWOVENS IN THE PIECE OR IN SHAPES, OR FOR MAKING OR BLOCKING FELT HATS; PARTS THEREOF",8320638.00,
FAS Value,8450,"WASHING MACHINES, HOUSEHOLD- OR LAUNDRY-TYPE, INCLUDING MACHINES WHICH BOTH WASH AND DRY; PARTS THEREOF",409945897.00,
FAS Value,8451,"MACHINERY (EXCEPT LAUNDRY) FOR WASHING, CLEANING, PRESSING, UNREELING ETC. TEXTILES; MACHINES FOR APPLYING PASTE TO FLOOR COVERINGS; PARTS THEREOF",327558415.00,
FAS Value,8452,"SEWING MACHINES, OTHER THAN BOOK-SEWING MACHINES; SEWING MACHINE FURNITURE, BASES AND COVERS; SEWING MACHINE NEEDLES; PARTS THEREOF",133514199.00,
FAS Value,8453,"MACHINERY FOR PREPARING OR WORKING HIDES, SKINS OR LEATHER OR FOR MAKING OR REPAIRING FOOTWEAR OR OTHER ARTICLES OF LEATHER ETC. NESOI; PARTS THEREOF",13611903.00,
FAS Value,8454,"CONVERTERS, LADLES, INGOT MOLDS AND CASTING MACHINES USED IN METALLURGY OR IN METAL FOUNDRIES, AND PARTS THEREOF",200689284.00,
FAS Value,8455,METAL-ROLLING MILLS AND ROLLS THEREFOR; PARTS THEREOF,200838654.00,
FAS Value,8456,"MACHINE TOOLS FOR WORKING ANY MATERIAL BY REMOVAL OF MATERIAL, BY LASER/OTHER LIGHT/PHOTON BEAM, ULTRASONIC, ELECTRO-DISCH ETC; WATER-JET CUTTING MACH",379380299.00,
FAS Value,8457,"MACHINING CENTERS, UNIT CONSTRUCTION MACHINES AND MULTISTATION TRANSFER MACHINES, FOR WORKING METAL",697647954.00,
FAS Value,8458,"LATHES FOR REMOVING METAL, INCLUDING TURNING CENTERS",325252908.00,
FAS Value,8459,"MACHINE TOOLS, OTHER THAN LATHES, FOR DRILLING, BORING, MILLING, THREADING OR TAPPING BY REMOVING METAL",135186335.00,
FAS Value,8460,"MACHINE TOOLS FOR DEBURRING, HONING OR OTHERWISE FINISHING METAL OR CERMETS BY MEANS OF GRINDING, ABRASIVE OR POLISHING PRODUCTS, NESOI",157631249.00,
FAS Value,8461,"MACHINE TOOLS FOR PLANING, SHAPING, BROACHING ETC., GEAR CUTTING, GEAR FINISHING ETC., AND OTHER MACHINE TOOLS WORKING BY REMOVING METAL ETC., NESOI",130499885.00,
FAS Value,8462,"MACHINE TOOLS FOR WORKING METAL BY FORGING ETC., BY BENDING, FOLDING, SHEARING ETC.; PRESSES FOR WORKING METAL OR METAL CARBIDES NESOI",624476253.00,
FAS Value,8463,"MACHINE TOOLS FOR WORKING METAL OR CERMETS, WITHOUT REMOVING METAL, NESOI",115624054.00,
FAS Value,8464,"MACHINE TOOLS FOR WORKING STONE, CERAMICS, CONCRETE, ASBESTOS-CEMENT OR LIKE MINERAL MATERIALS OR FOR COLD WORKING GLASS",106156003.00,
FAS Value,8465,"MACHINE TOOLS FOR WORKING WOOD, CORK, BONE, HARD RUBBER, HARD PLASTICS OR SIMILAR HARD MATERIALS (INCLUDING MACHINES FOR NAILING, STAPLING ETC.)",273687590.00,
FAS Value,8466,"PARTS AND ACCESSORIES FOR USE WITH MACHINE TOOLS OF HEADINGS 8456 TO 8465, INCLUDING WORK OR TOOL HOLDERS AND OTHER SPECIAL ATTACHMENTS",2281121549.00,
FAS Value,8467,"TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF-CONTAINED ELECTRIC OR NONELECTRIC MOTOR, AND PARTS THEREOF",1531465334.00,
FAS Value,8468,"MACHINERY AND APPARATUS FOR SOLDERING, BRAZING OR WELDING, NONELECTRIC; GAS-OPERATED SURFACE TEMPERING MACHINES AND APPLIANCES; PARTS THEREOF",76562193.00,
FAS Value,8470,"CALCULATING MACHINES (INCL POCKET-SIZE DATA TYPE); ACCOUNTING, POSTAGE-FRANKING & TICKET-ISSUING & LIKE MACH WITH CALCULATING DEVICE; CASH REGISTERS",395135189.00,
FAS Value,8471,"AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING AND PROCESSING CODED DATA, NESOI",40096673695.00,
FAS Value,8472,"OFFICE MACHINES NESOI (INCLUDING DUPLICATING MACHINES, ADDRESSING MACHINES, BANKNOTE DISPENSERS, COIN-SORTING, COIN-COUNTING OR WRAPPING MACHINES)",314513395.00,
FAS Value,8473,PARTS AND ACCESSORIES NESOI FOR TYPEWRITERS AND OTHER OFFICE MACHINES OF HEADINGS 8469 TO 8472,24007271563.00,
FAS Value,8474,"MACHINERY FOR SORTING, GRINDING ETC. MINERALS; MACHINERY FOR AGGLOMERATING ETC. MINERAL PRODUCTS AND FOR FORMING FOUNDRY MOLDS OF SAND; PARTS THEREOF",1191463241.00,
FAS Value,8475,"MACHINES FOR ASSEMBLING ELECTRIC LAMPS, TUBES OR FLASHBULBS, IN GLASS ENVELOPES; MACHINES FOR MAKING OR HOT WORKING GLASS OR GLASSWARE; PARTS THEREOF",308436141.00,
FAS Value,8476,"AUTOMATIC GOODS VENDING MACHINES, INCLUDING CIGARETTE, FOOD OR BEVERAGE AND MONEY-CHANGING MACHINES; PARTS THEREOF",94280234.00,
FAS Value,8477,"MACHINERY FOR WORKING RUBBER OR PLASTICS OR FOR THE MANUFACTURE OF PRODUCTS THEREFROM, NESOI; PARTS THEREOF",1393459779.00,
FAS Value,8478,"MACHINERY FOR PREPARING OR MAKING UP TOBACCO, NESOI; PARTS THEREOF",56313048.00,
FAS Value,8479,"MACHINES AND MECHANICAL APPLIANCES HAVING INDIVIDUAL FUNCTIONS, NESOI; PARTS THEREOF",8394432640.00,
FAS Value,8480,"MOLDING BOXES FOR METAL FOUNDRY; MOLD BASES; MOLDING PATTERNS; MOLDS FOR METALS, NESOI, METAL CARBIDES, GLASS, MINERAL MATERIALS, RUBBER OR PLASTICS",868012051.00,
FAS Value,8481,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIPES, BOILER SHELLS, TANKS, VATS OR THE LIKE; PARTS THEREOF",14116806715.00,
FAS Value,8482,"BALL OR ROLLER BEARINGS, AND PARTS THEREOF",2726254497.00,
FAS Value,8483,"TRANSMISSION SHAFTS AND CRANKS; BEARING HOUSINGS, HOUSED BEARINGS ETC.; GEARS AND GEARING; BALL & ROLLER SCREWS; CLUTCHES, ETC.; AND PARTS",8895615836.00,
FAS Value,8484,"GASKETS AND LIKE JOINTS OF METAL SHEET COMBINED WITH OTHER MATERIAL OR METAL LAYERS; ASSORTMENTS OF GASKETS AND LIKE JOINTS, MECHANICAL SEALS, ETC.",1692254833.00,
FAS Value,8485,"MACHINERY PARTS, NOT CONTAINING ELECTRICAL CONNECTORS, INSULATORS, COILS, CONTACTS OR OTHER ELECTRICAL FEATURES, NESOI",203912869.00,
FAS Value,8486,"MACHINES AND APPS USED SOLEY FOR MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, ETC.; MACHINES AND APPARATUS SPECIFIED IN NOTE 9(C) CH 84; PARTS",19715062413.00,
FAS Value,8487,"MACHINERY PARTS, NOT CONT. ELECTRICAL CONNECTORS, INSULATORS, COILS, CONTACTS, ETC. NESOI",968510727.00,
FAS Value,8501,ELECTRIC MOTORS AND GENERATORS (EXCLUDING GENERATING SETS),5168626786.00,
FAS Value,8502,ELECTRIC GENERATING SETS AND ROTARY CONVERTERS,2308036088.00,
