"","Data.Type","HTS.Number","Description","X2024","parent"
"850","FAS Value",7314,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL",186540191,73
"851","FAS Value",7315,"CHAIN AND PARTS THEREOF, OF IRON OR STEEL",381814995,73
"852","FAS Value",7316,"ANCHORS, GRAPNELS AND PARTS THEREOF, OF IRON OR STEEL",19099229,73
"853","FAS Value",7317,"NAILS, TACKS, DRAWING PINS, STAPLES (OTHER THAN IN STRIPS), AND SIMILAR ARTICLES, OF IRON OR STEEL, EXCLUDING SUCH ARTICLES WITH HEADS OF COPPER",51319574,73
"854","FAS Value",7318,"SCREWS, BOLTS, NUTS, COACH SCREWS, SCREW HOOKS, RIVETS, COTTERS, COTTER PINS, WASHERS AND SIMILAR ARTICLES, OF IRON OR STEEL",5628007197,73
"855","FAS Value",7319,"SEWING NEEDLES, KNITTING NEEDLES, BODKINS, CROCHET HOOKS AND SIMILAR ARTICLES, OF IRON OR STEEL; SAFETY PINS AND OTHER PINS OF IRON OR STEEL, NESOI",23447950,73
"856","FAS Value",7320,"SPRINGS AND LEAVES FOR SPRINGS, OF IRON OR STEEL",776742887,73
"857","FAS Value",7321,"STOVES, RANGES, GRATES, COOKERS, BARBECUES, BRAZIERS AND SIMILAR NONELECTRIC DOMESTIC APPLIANCES, AND PARTS THEREOF, OF IRON OR STEEL",267096947,73
"858","FAS Value",7322,"RADIATORS, AIR HEATERS AND HOT AIR DISTRIBUTORS HAVING A MOTOR-DRIVEN FAN OR BLOWER, NOT ELECTRICALLY HEATED, AND PARTS THEREOF, OF IRON OR STEEL",476816992,73
"859","FAS Value",7323,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF IRON OR STEEL; IRON OR STEEL WOOL; POT SCOURERS, SCOURING PADS ETC., OF IRON OR STEEL",266612534,73
"860","FAS Value",7324,"SANITARY WARE AND PARTS THEREOF, OF IRON OR STEEL",108606093,73
"861","FAS Value",7325,"CAST ARTICLES NESOI, OF IRON OR STEEL",251039143,73
"862","FAS Value",7326,"ARTICLES OF IRON OR STEEL, NESOI",6706148518,73
"863","FAS Value",7401,"COPPER MATTES; CEMENT COPPER (PRECIPITATED COPPER)",1699227,74
"864","FAS Value",7402,"UNREFINED COPPER; COPPER ANODES FOR ELECTROLYTIC REFINING",456017851,74
"865","FAS Value",7403,"REFINED COPPER AND COPPER ALLOYS (OTHER THAN MASTER ALLOYS OF HEADING 7405), UNWROUGHT",1864406940,74
"866","FAS Value",7404,"COPPER WASTE AND SCRAP",5380562874,74
"867","FAS Value",7405,"MASTER ALLOYS OF COPPER",12570871,74
"868","FAS Value",7406,"COPPER POWDERS AND FLAKES",188544124,74
"869","FAS Value",7407,"COPPER BARS, RODS AND PROFILES",420491323,74
"870","FAS Value",7408,"COPPER WIRE",1608668001,74
"871","FAS Value",7409,"COPPER PLATES, SHEETS AND STRIP, OVER 0.15 MM (0.006 IN.) THICK",505654622,74
"872","FAS Value",7410,"COPPER FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER OR OTHER BACKING MATERIALS), NOT OVER 0.15 MM (0.006 IN.) THICK (EXCLUDING ANY BACKING)",271731458,74
"873","FAS Value",7411,"COPPER TUBES AND PIPES",316937728,74
"874","FAS Value",7412,"COPPER TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)",337443764,74
"875","FAS Value",7413,"STRANDED WIRE, CABLES, PLAITED BANDS AND SIMILAR ARTICLES, OF COPPER, NOT ELECTRICALLY INSULATED",410209440,74
"876","FAS Value",7415,"NAILS, TACKS, DRAWING PINS, STAPLES (EXCEPT THOSE FOR OFFICE ETC.) AND SIMILAR ARTICLES OF COPPER OR WITH COPPER HEADS; SCREWS, BOLTS ETC. OF COPPER",125586974,74
"877","FAS Value",7418,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF COPPER; POT SCOURERS ETC. OF COPPER; SANITARY WARE AND PARTS THEREOF, OF COPPER",16160163,74
"878","FAS Value",7419,"ARTICLES OF COPPER, NESOI",303787661,74
"879","FAS Value",7501,"NICKLE MATTES, NICKLE OXIDE SINTERS AND OTHER INTERMEDIATE PRODUCTS OF NICKLE METALLURGY",26388495,75
"880","FAS Value",7502,"NICKLE, UNWROUGHT",339432086,75
"881","FAS Value",7503,"NICKEL WASTE AND SCRAP",154476679,75
"882","FAS Value",7504,"NICKLE POWDERS AND FLAKES",123459027,75
"883","FAS Value",7505,"NICKLE BARS, RODS, PROFILES AND WIRE",1400492874,75
"884","FAS Value",7506,"NICKLE PLATES, SHEETS, STRIP AND FOIL",482437739,75
"885","FAS Value",7507,"NICKLE TUBES, PIPES AND TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)",324433379,75
"886","FAS Value",7508,"ARTICLES OF NICKEL, NESOI",1510823152,75
"887","FAS Value",7601,"ALUMINUM, UNWROUGHT",1709784804,76
"888","FAS Value",7602,"ALUMINUM WASTE AND SCRAP",3982005145,76
"889","FAS Value",7603,"ALUMINUM POWDERS AND FLAKES",196591547,76
"890","FAS Value",7604,"ALUMINUM BARS, RODS AND PROFILES",1008264023,76
"891","FAS Value",7605,"ALUMINUM WIRE",85886230,76
"892","FAS Value",7606,"ALUMINUM PLATES, SHEETS AND STRIP, OVER 0.2 MM (0.0079 IN.) THICK",3023320324,76
"893","FAS Value",7607,"ALUMINUM FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER OR OTHER BACKING MATERIALS), NOT OVER 0.2 MM (0.0079 IN.) THICK (EXCLUDING ANY BACKING)",651623644,76
"894","FAS Value",7608,"ALUMINUM TUBES AND PIPES",314285583,76
"895","FAS Value",7609,"ALUMINUM TUBE OR PIPE FITTINGS (INCLUDING COUPLINGS, ELBOWS, AND SLEEVES)",187995755,76
"896","FAS Value",7610,"ALUMINUM STRUCTURES (EXCLUDING PREFAB BUILDINGS OF HEADING 9406) AND PARTS THEREOF (BRIDGES, TOWERS ETC.), INCLUDING SHAPES PREPARED FOR STRUCTURE USE",505861462,76
"897","FAS Value",7611,"ALUMINUM TANKS, VATS AND SIMILAR PLAIN, UNFITTED CONTAINERS, OF A CAPACITY OVER 300 LITERS (79.30 GAL.)",62065863,76
"898","FAS Value",7612,"ALUMINUM CASKS, DRUMS, CANS AND SIMILAR CONTAINERS NESOI, OF A CAPACITY OF NOT OVER 300 LITERS (79.3 GAL.)",792940551,76
"899","FAS Value",7613,"ALUMINUM CONTAINERS FOR COMPRESSED OR LIQUEFID GAS",140496597,76
"900","FAS Value",7614,"STRANDED WIRE, CABLES, PLAITED BANDS AND THE LIKE, INCLUDING SLINGS AND SIMILAR ARTICLES OF ALUMINUM, NOT ELECTRICALLY INSULATED",20855820,76
"901","FAS Value",7615,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF ALUMINUM; POT SCOURERS ETC. OF ALUMINUM; SANITARY WARE AND PARTS THEREOF, OF ALUMINUM",107889996,76
"902","FAS Value",7616,"ARTICLES OF ALUMINUM, NESOI",1621703478,76
"903","FAS Value",7801,"LEAD, UNWROUGHT",108992942,78
"904","FAS Value",7802,"LEAD WASTE AND SCRAP",123115058,78
"905","FAS Value",7804,"LEAD PLATES, SHEETS, STRIP AND FOIL; LEAD POWDERS AND FLAKES",31385793,78
"906","FAS Value",7806,"ARTICLES OF LEAD, NESOI",18407988,78
"907","FAS Value",7901,"ZINC, UNWROUGHT",135533945,79
"908","FAS Value",7902,"ZINC WASTE AND SCRAP",48911758,79
"909","FAS Value",7903,"ZINC DUST, POWDERS AND FLAKES",30623050,79
"910","FAS Value",7904,"ZINC BARS, RODS, PROFILES AND WIRE",13460151,79
"911","FAS Value",7905,"ZINC PLATES, SHEETS, STRIP AND FOIL",28074946,79
"912","FAS Value",7907,"ARTICLES OF ZINC, NESOI",74932337,79
"913","FAS Value",8001,"TIN, UNWROUGHT",122785817,80
"914","FAS Value",8002,"TIN WASTE AND SCRAP",11980841,80
"915","FAS Value",8003,"TIN BARS, RODS, PROFILES AND WIRE",56212443,80
"916","FAS Value",8007,"ARTICLES OF TIN, NESOI",44156124,80
"917","FAS Value",8101,"TUNGSTEN (WOLFRAM) AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",152093113,81
"918","FAS Value",8102,"MOLYBDENUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",70547765,81
"919","FAS Value",8103,"TANTALUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",212889987,81
"920","FAS Value",8104,"MAGNESIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",45163498,81
"921","FAS Value",8105,"COBALT MATTES AND OTHER INTERMEDIATE PRODUCTS OF COBALT METALLURGY; COBALT AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",417703090,81
"922","FAS Value",8106,"BISMUTH AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",16564304,81
"923","FAS Value",8108,"TITANIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",2303801056,81
"924","FAS Value",8109,"ZIRCONIUM AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",197586554,81
"925","FAS Value",8110,"ANTIMONY AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",18033669,81
"926","FAS Value",8111,"MANGANESE AND ARTCLES THEREOF, INCLUDING WASTE AND SCRAP",11726313,81
"927","FAS Value",8112,"BERYLLIUM, CHROMIUM, GERMANIUM, VANADIUM, GALLIUM, HAFNIUM, INDIUM, NIOBIUM (COLUMBIUM), RHENIUM AND THALLIUM, ARTICLES THEREOF, AND WASTE OR SCRAP",281066236,81
"928","FAS Value",8113,"CERMETS AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP",65832418,81
"929","FAS Value",8201,"HANDTOOLS, MAINLY USED IN AGRICULTURE, HORTICULTURE OR FORESTRY, INCLUDING SPADES, SHOVELS, HOES, FORKS, RAKES, TROWELS, AND BASE METAL PARTS THEREOF",29152918,82
"930","FAS Value",8202,"HANDSAWS AND BASE METAL PARTS THEREOF; BLADES FOR SAWS OF ALL KINDS; BASE METAL PARTS OF SAWS, NESOI",299352106,82
"931","FAS Value",8203,"FILES, RASPS, PLIERS, PINCERS, METALCUTTING SHEARS, PIPE CUTTERS, BOLT CUTTERS AND SIMILAR HAND TOOLS, AND BASE METAL PARTS THEREOF",196708685,82
"932","FAS Value",8204,"HAND-OPERATED SPANNERS AND WRENCHES, INCLUDING TORQUE METER WRENCHES (NOT TAP WRENCHES); SOCKET WRENCHES, WITH HANDLES ETC. OR NOT; BASE METAL PARTS",300251519,82
"933","FAS Value",8205,"HANDTOOLS NESOI; BLOW TORCHES ETC.; VISES, CLAMPS AND THE LIKE NESOI; ANVILS; PORTABLE FORGES; GRINDING WHEELS WITH FRAMEWORKS; BASE METAL PARTS",658555342,82
"934","FAS Value",8206,"TOOLS OF TWO OR MORE OF THE HEADINGS 8202 TO 8205 (SAWS, FILES, PLIERS, WRENCHES ETC. AND HANDTOOLS ETC. NESOI) PUT UP IN SETS FOR RETAIL SALE",50225793,82
"935","FAS Value",8207,"INTERCHANGEABLE TOOLS FOR HANDTOOLS (POWER-OPERATED OR NOT) OR FOR MACHINE-TOOLS, INCLUDING DIES FOR EXTRUDING METAL, AND BASE METAL PARTS THEREOF",1920936636,82
"936","FAS Value",8208,"KNIVES AND CUTTING BLADES, FOR MACHINES OR MECHANICAL APPLIANCES, AND BASE METAL PARTS THEREOF",300602954,82
"937","FAS Value",8209,"PLATES, STICKS, TIPS AND THE LIKE FOR TOOLS, UNMOUNTED, OF CERMETS",478494883,82
"938","FAS Value",8210,"HAND-OPERATED MECHANICAL APPLIANCES, WEIGHING NOT OVER 10 KG, FOR PREPARING, CONDITIONING OR SERVING FOOD OR DRINK, AND BASE METAL PARTS THEREOF",19238040,82
"939","FAS Value",8211,"KNIVES WITH CUTTING BLADES (INCLUDING PRUNING KNIVES), OTHER THAN KNIVES AND CUTTING BLADES FOR MACHINES OR MECHANICAL APPLIANCES OF HEADING 8208",157905485,82
"940","FAS Value",8212,"RAZORS AND RAZOR BLADES (INCLUDING RAZOR BLADE BLANKS IN STRIPS), AND BASE METAL PARTS THEREOF",302461028,82
"941","FAS Value",8213,"SCISSORS, TAILORS' SHEARS AND SIMILAR SHEARS, AND BLADES AND OTHER BASE METAL PARTS THEREOF",18603277,82
"942","FAS Value",8214,"ARTICLES OF CUTLERY NESOI (INCLUDING HAIR CLIPPERS, BUTCHERS' CLEAVERS ETC.); MANICURE OR PEDICURE SETS AND INSTRUMENTS; BASE METAL PARTS THEREOF",28740590,82
"943","FAS Value",8215,"SPOONS, FORKS, LADLES, CAKE-SERVERS, BUTTER-KNIVES, ETC. AND SIMILAR KITCHEN OR TABLEWARE OF BASE METAL, AND BASE METAL PARTS THEREOF",25998669,82
"944","FAS Value",8301,"PADLOCKS AND LOCKS, INCLUDING CLASPS AND FRAMES WITH CLASPS, INCORPORATING LOCKS, OF BASE METAL; KEYS AND PARTS OF THE FOREGOING, OF BASE METAL",823769588,83
"945","FAS Value",8302,"MOUNTINGS AND OTHER HARDWARE FOR FURNITURE, DOORS, WINDOWS ETC.; HATRACKS, CASTORS ETC.; DOOR CLOSURES; THE FOREGOING AND PARTS THEREOF, OF BASE METAL",3548961291,83
"946","FAS Value",8303,"ARMORED OR REINFORCED SAFES, STRONG-BOXES, DOORS AND SAFE DEPOSIT LOCKERS FOR STRONG-ROOMS, CASH OR DEED BOXES ETC., AND PARTS THEREOF, OF BASE METAL",34626452,83
"947","FAS Value",8304,"DESK-TOP FILING OR CARD-INDEX CABINETS, PAPER TRAYS, PAPER RESTS, PEN TRAYS AND SIMILAR DESK ETC. ITEMS (NO FURNITURE) AND THEIR PARTS, OF BASE METAL",6354617,83
"948","FAS Value",8305,"FITTINGS FOR LOOSE LEAF BINDERS OR FILES, PAPER CLIPS ETC. AND PARTS THEREOF, OF BASE METAL; STAPLES IN STRIPS (OFFICE, UPHOLSTERY ETC.) OF BASE METAL",26061966,83
"949","FAS Value",8306,"BELLS, GONGS AND THE LIKE, NONELECTRIC; ORNAMENTS; PHOTOGRAPH OR SIMILAR FRAMES; MIRRORS; THE FOREGOING AND PARTS THEREOF, OF BASE METAL",49102851,83
"950","FAS Value",8307,"FLEXIBLE TUBING OF BASE METAL, WITH OR WITHOUT FITTINGS",263748068,83
"951","FAS Value",8308,"CLASPS, BUCKLES, HOOKS, EYES, EYELETS ETC. USED FOR CLOTHING ETC.; SPECIFIED RIVETS; BEADS OR SPANGLES; THE FOREGOING AND PARTS THEREOF, OF BASE METAL",186733248,83
"952","FAS Value",8309,"STOPPERS, CAPS AND LIDS, CAPSULES FOR BOTTLES, THREADED BUNGS, SEALS AND OTHER PACKING ACCESSORIES, AND PARTS THEREOF, OF BASE METAL",520819706,83
"953","FAS Value",8310,"SIGN PLATES, NAME PLATES, ADDRESS PLATES AND SIMILAR PLATES, NUMBERS, LETTERS AND OTHER SYMBOLS (NOT ILLUMINATED), AND PARTS THEREOF, OF BASE METAL",94994939,83
"954","FAS Value",8311,"WIRE, RODS ETC. OF BASE METAL OR METAL CARBIDES WITH FLUX FOR SOLDERING ETC.; WIRE AND RODS OF BASE METAL POWDER FOR METAL SPRAYING; BASE METAL PARTS",380411851,83
"955","FAS Value",8401,"NUCLEAR REACTORS; FUEL ELEMENTS, NON-IRRADIATED, FOR NUCLEAR REACTORS; MACHINERY AND APPARATUS FOR ISOTOPIC SEPARATION; PARTS OF THE FOREGOING",269140403,84
"956","FAS Value",8402,"STEAM OR OTHER VAPOR GENERATING BOILERS NESOI; SUPER-HEATED WATER BOILERS; PARTS THEREOF",213902067,84
"957","FAS Value",8403,"CENTRAL HEATING BOILERS NESOI, INCLUDING CENTRAL HEATING HOT WATER BOILERS, AND PARTS THEREOF",114549539,84
"958","FAS Value",8404,"AUXILIARY PLANT FOR USE WITH BOILERS (STEAM OR OTHER VAPOR GENERATING, SUPER-HEATED AND CENTRAL HEATING); VAPOR POWER UNIT CONDENSERS; PARTS THEREOF",73814336,84
"959","FAS Value",8405,"PRODUCER GAS OR WATER GAS GENERATORS; ACETYLENE GAS GENERATORS AND SIMILAR WATER PROCESS GAS GENERATORS; PARTS THEREOF",100044751,84
"960","FAS Value",8406,"STEAM TURBINES AND OTHER VAPOR TURBINES, AND PARTS THEREOF",353405816,84
"961","FAS Value",8407,"SPARK-IGNITION RECIPROCATING OR ROTARY INTERNAL COMBUSTION PISTON ENGINES",7918576485,84
"962","FAS Value",8408,"COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES (DIESEL OR SEMI-DIESEL ENGINES)",7963754044,84
"963","FAS Value",8409,"PARTS FOR SPARK-IGNITION RECIPROCATING OR ROTARY INTERNAL COMBUSTION PISTON ENGINES AND COMPRESSION-IGNITION INTERNAL COMBUSTION PISTON ENGINES",5770517197,84
"964","FAS Value",8410,"HYDRAULIC TURBINES, WATER WHEELS AND REGULATORS THEREOF; PARTS THEREOF",48012169,84
"965","FAS Value",8411,"TURBOJETS, TURBOPROPELLERS AND OTHER GAS TURBINES, AND PARTS THEREOF",14080237944,84
"966","FAS Value",8412,"ENGINES AND MOTORS NESOI, AND PARTS THEREOF",4371169248,84
"967","FAS Value",8413,"PUMPS FOR LIQUIDS, WITH OR WITHOUT A MEASURING DEVICE; LIQUID ELEVATORS; PARTS THEREOF",9517553981,84
"968","FAS Value",8414,"AIR OR VACUUM PUMPS, AIR OR OTHER GAS COMPRESSORS AND FANS; VENTILATING OR RECYCLING HOODS INCORPORATING A FAN, WITH OR WITHOUT FILTERS; PARTS THEREOF",7688855094,84
"969","FAS Value",8415,"AIR CONDITIONING MACHINES, COMPRISING A MOTOR-DRIVEN FAN AND ELEMENTS FOR CHANGING THE TEMPERATURE AND HUMIDITY; PARTS THEREOF",3027030358,84
"970","FAS Value",8416,"FURNACE BURNERS FOR LIQUID FUEL, PULVERIZED SOLID FUEL OR GAS; MECHANICAL STOKERS, GRATES, ASH DISCHARGERS AND SIMILAR APPLIANCES; PARTS THEREOF",203128752,84
"971","FAS Value",8417,"INDUSTRIAL OR LABORATORY FURNACES AND OVENS, INCLUDING INCINERATORS, NONELECTRIC, AND PARTS THEREOF",375203046,84
"972","FAS Value",8418,"REFRIGERATORS, FREEZERS AND OTHER REFRIGERATING OR FREEZING EQUIPMENT, ELECTRIC OR OTHER; HEAT PUMPS NESOI, PARTS THEREOF",2803152908,84
"973","FAS Value",8419,"MACHINERY OR EQUIPMENT FOR THE TREATMENT OF MATERIALS BY A CHANGE OF TEMPERATURE; INSTANTANEOUS OR STORAGE WATER HEATERS, NONELECTRIC; PARTS THEREOF",4888408966,84
"974","FAS Value",8420,"CALENDERING OR OTHER ROLLING MACHINES, OTHER THAN FOR METALS OR GLASS, AND CYLINDERS THEREFOR; PARTS THEREOF",65866604,84
"975","FAS Value",8421,"CENTRIFUGES, INCLUDING CENTRIFUGAL DRYERS; FILTERING OR PURIFYING MACHINERY AND APPARATUS, FOR LIQUIDS OR GASES; PARTS THEREOF",12326725465,84
"976","FAS Value",8422,"MACHINES, FOR DISHWASHING, FOR CLEANING, DRYING, FILLING, CLOSING ETC. CONTAINERS, FOR OTHER PACKING ETC., AND FOR AERATING BEVERAGES; PARTS THEREOF",1336394519,84
"977","FAS Value",8423,"WEIGHING MACHINERY (EXCLUDING SPECIFIC BALANCES), WEIGHT-OPERATED COUNTING OR CHECKING MACHINES, AND WEIGHING MACHINE WEIGHTS; WEIGHING MACHINE PARTS",448249198,84
"978","FAS Value",8424,"MECHANICAL APPLIANCES FOR DISPERSING LIQUID OR POWDER; FIRE EXTINGUISHERS; SPRAY GUNS ETC.; STEAM OR SAND BLASTING AND SIMILAR MACHINES; PARTS THEREOF",2887275045,84
"979","FAS Value",8425,"PULLEY TACKLE AND HOISTS OTHER THAN SKIP HOISTS; WINCHES AND CAPSTANS; JACKS",652609778,84
"980","FAS Value",8426,"SHIP'S DERRICKS; CRANES; MOBILE LIFTING FRAMES, STRADDLE CARRIERS AND WORKS TRUCKS FITTED WITH A CRANE",543955932,84
"981","FAS Value",8427,"FORK-LIFT TRUCKS; OTHER WORKS TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT",2786176205,84
"982","FAS Value",8428,"LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY (INCLUDING ELEVATORS, ESCALATORS AND CONVEYORS)",2251317980,84
"983","FAS Value",8429,"SELF-PROPELLED BULLDOZERS, ANGLEDOZERS, GRADERS, LEVELERS, SCRAPERS, MECHANICAL SHOVELS, EXCAVATORS, SHOVEL LOADERS, TAMPING MACHINES AND ROAD ROLLERS",4819262383,84
"984","FAS Value",8430,"MACHINERY NESOI, FOR MOVING, GRADING, EXCAVATING, BORING ETC. EARTH, MINERALS OR ORES; PILE-DRIVERS AND PILE-EXTRACTORS; SNOWPLOWS AND SNOWBLOWERS",1202336204,84
"985","FAS Value",8431,"PARTS OF MACHINERY OF HEADINGS 8425 TO 8430 COVERING DERRICKS, FORK-LIFT TRUCKS, CONVEYERS, SELF-PROPELLED BULLDOZERS, GRADERS, SNOWPLOWS, ETC.",7324948969,84
"986","FAS Value",8432,"AGRICULTURAL, HORTICULTURAL OR FORESTRY MACHINERY FOR SOIL PREPARATION OR CULTIVATION; LAWN OR SPORTS GROUND ROLLERS; PARTS THEREOF",694085416,84
"987","FAS Value",8433,"HARVESTING OR THRESHING MACHINES; GRASS OR HAY MOWERS; MACHINES FOR CLEANING, SORTING OR GRADING EGGS, FRUIT OR OTHER PRODUCE, NESOI; PARTS THEREOF",4201675845,84
"988","FAS Value",8434,"MILKING MACHINES AND DAIRY MACHINERY, AND PARTS THEREOF",130024712,84
"989","FAS Value",8435,"PRESSES, CRUSHERS AND SIMILAR MACHINERY USED IN THE MANUFACTURE OF WINE, CIDER, FRUIT JUICES OR SIMILAR BEVERAGES; PARTS THEREOF",27977048,84
"990","FAS Value",8436,"AGRICULTURAL, HORTICULTURAL, FORESTRY, POULTRY-KEEPING OR BEE-KEEPING MACHINERY, NESOI; POULTRY INCUBATORS AND BROODERS; PARTS THEREOF",683176994,84
"991","FAS Value",8437,"MACHINES FOR CLEANING, SORTING OR GRADING SEED, GRAIN, ETC.; MILLING MACHINES FOR WORKING CEREALS OR DRIED LEGUMINOUS VEGETABLES, NESOI; PARTS THEREOF",138421411,84
"992","FAS Value",8438,"MACHINERY, NESOI, FOR THE INDUSTRIAL PREPARATION OF FOOD OR DRINK (EXCLUDING ANIMAL OR FIXED VEGETABLE FATS AND OILS); PARTS THEREOF",1278147848,84
"993","FAS Value",8439,"MACHINERY FOR MAKING PULP OF FIBROUS CELLULOSIC MATERIAL OR FOR MAKING OR FINISHING PAPER OR PAPERBOARD, NESOI; PARTS THEREOF",258832484,84
"994","FAS Value",8440,"BOOKBINDING MACHINERY, INCLUDING BOOK-SEWING MACHINES, AND PARTS THEREOF",29970960,84
"995","FAS Value",8441,"MACHINERY NESOI FOR MAKING UP PAPER PULP, PAPER OR PAPERBOARD, INCLUDING CUTTING MACHINES, AND PARTS THEREOF",482315867,84
"996","FAS Value",8442,"MACHINERY ETC. NESOI, FOR TYPESETTING ETC., FOR PREPARING OR MAKING PRINTING COMPONENTS; BLOCKS, PLATES ETC. PREPARED FOR PRINTING; PARTS THEREOF",84743223,84
"997","FAS Value",8443,"PRINTING MACHINERY (INCLUDING INK-JET PRINTING MACHINES, EXCEPT THOSE OF 8471); MACHINES FOR USES ANCILLARY TO PRINTING; PARTS THEREOF",4104840243,84
"998","FAS Value",8444,"MACHINES FOR EXTRUDING, DRAWING, TEXTURING OR CUTTING MANMADE TEXTILE MATERIALS",31021342,84
"999","FAS Value",8445,"MACHINES FOR PREPARING TEXTILE FIBERS; MACHINERY FOR PRODUCING TEXTILE YARNS AND FOR PREPARING TEXTILE YARNS FOR KNITTING OR WEAVING MACHINES",41242747,84
"1000","FAS Value",8446,"WEAVING MACHINES (LOOMS)",16048574,84
"1001","FAS Value",8447,"MACHINES, KNITTING, STITCH-BONDING, AND MACHINES FOR MAKING GIMPED YARN, TULLE, LACE, EMBROIDERERY, TRIMMINGS, BRAID OR NET AND MACHINES FOR TUFTING",52683328,84
"1002","FAS Value",8448,"AUXILIARY MACHINERY FOR USE WITH TEXTILE MACHINES (HEADING 8444 TO 8447); PARTS THEREOF AND ACCESSORIES (SPINDLES, CARD CLOTHING, SHUTTLES ETC.)",178447480,84
"1003","FAS Value",8449,"MACHINERY FOR THE MANUFACTURE OR FINISHING OF FELT OR NONWOVENS IN THE PIECE OR IN SHAPES, OR FOR MAKING OR BLOCKING FELT HATS; PARTS THEREOF",8320638,84
"1004","FAS Value",8450,"WASHING MACHINES, HOUSEHOLD- OR LAUNDRY-TYPE, INCLUDING MACHINES WHICH BOTH WASH AND DRY; PARTS THEREOF",409945897,84
"1005","FAS Value",8451,"MACHINERY (EXCEPT LAUNDRY) FOR WASHING, CLEANING, PRESSING, UNREELING ETC. TEXTILES; MACHINES FOR APPLYING PASTE TO FLOOR COVERINGS; PARTS THEREOF",327558415,84
"1006","FAS Value",8452,"SEWING MACHINES, OTHER THAN BOOK-SEWING MACHINES; SEWING MACHINE FURNITURE, BASES AND COVERS; SEWING MACHINE NEEDLES; PARTS THEREOF",133514199,84
"1007","FAS Value",8453,"MACHINERY FOR PREPARING OR WORKING HIDES, SKINS OR LEATHER OR FOR MAKING OR REPAIRING FOOTWEAR OR OTHER ARTICLES OF LEATHER ETC. NESOI; PARTS THEREOF",13611903,84
"1008","FAS Value",8454,"CONVERTERS, LADLES, INGOT MOLDS AND CASTING MACHINES USED IN METALLURGY OR IN METAL FOUNDRIES, AND PARTS THEREOF",200689284,84
"1009","FAS Value",8455,"METAL-ROLLING MILLS AND ROLLS THEREFOR; PARTS THEREOF",200838654,84
"1010","FAS Value",8456,"MACHINE TOOLS FOR WORKING ANY MATERIAL BY REMOVAL OF MATERIAL, BY LASER/OTHER LIGHT/PHOTON BEAM, ULTRASONIC, ELECTRO-DISCH ETC; WATER-JET CUTTING MACH",379380299,84
"1011","FAS Value",8457,"MACHINING CENTERS, UNIT CONSTRUCTION MACHINES AND MULTISTATION TRANSFER MACHINES, FOR WORKING METAL",697647954,84
"1012","FAS Value",8458,"LATHES FOR REMOVING METAL, INCLUDING TURNING CENTERS",325252908,84
"1013","FAS Value",8459,"MACHINE TOOLS, OTHER THAN LATHES, FOR DRILLING, BORING, MILLING, THREADING OR TAPPING BY REMOVING METAL",135186335,84
"1014","FAS Value",8460,"MACHINE TOOLS FOR DEBURRING, HONING OR OTHERWISE FINISHING METAL OR CERMETS BY MEANS OF GRINDING, ABRASIVE OR POLISHING PRODUCTS, NESOI",157631249,84
"1015","FAS Value",8461,"MACHINE TOOLS FOR PLANING, SHAPING, BROACHING ETC., GEAR CUTTING, GEAR FINISHING ETC., AND OTHER MACHINE TOOLS WORKING BY REMOVING METAL ETC., NESOI",130499885,84
"1016","FAS Value",8462,"MACHINE TOOLS FOR WORKING METAL BY FORGING ETC., BY BENDING, FOLDING, SHEARING ETC.; PRESSES FOR WORKING METAL OR METAL CARBIDES NESOI",624476253,84
"1017","FAS Value",8463,"MACHINE TOOLS FOR WORKING METAL OR CERMETS, WITHOUT REMOVING METAL, NESOI",115624054,84
"1018","FAS Value",8464,"MACHINE TOOLS FOR WORKING STONE, CERAMICS, CONCRETE, ASBESTOS-CEMENT OR LIKE MINERAL MATERIALS OR FOR COLD WORKING GLASS",106156003,84
